排名,中文标题,外文标题,评分,评价人数,导演,主演,简介,详情链接
161,背靠背，脸对脸,"/ 背对背，脸对脸  /  Back to Back, Face to Face",9.5,181785,黄建新,牛振华 / 雷恪生 / 李强 / 句号 / 王劲松 / 戈治均 / 佘南南 / 张嘉益 / 刘国祥 / 徐学政 / 林海海 / 温谦 / 马载军 / 吴玮玲 / 张艺 / 韩炳杰 / 杨亚洲,王双立（牛振华 饰）是某地文化馆的代馆长，这个馆长一代就是好几年，想升也升不上去，却也没有其他变动。不料一天，来了新的文化馆长老马（雷恪生 饰），这让王双立离正馆长的距离更远了。新馆长老马原是个副乡长，王双立认为他是个土包子，心里很是不以为然，利用自己对文化馆人际关系熟 悉的优势，想方设法给老马出难题。经过几轮较量，老马终于被挤走，王双立又成了代馆长，再次受领导重用，岂料，螳螂捕蝉黄雀在后，秘书小阎（李强 饰）成了新一任馆长。王双立不甘心，再次和小阎斗法，想将对方挤走，这次王双立还能如愿与偿吗？,https://movie.douban.com/subject/1307856/
162,血战钢锯岭,/ Hacksaw Ridge,8.7,863238,梅尔·吉布森,安德鲁·加菲尔德 / 萨姆·沃辛顿 / 文斯·沃恩 / 雨果·维文 / 卢克·布雷西 / 泰莉莎·帕尔墨 / 瑞切尔·格里菲斯 / 内森奈尔·布佐里克 / 理查德·劳斯伯格 / 马特·纳夫莱 / 费拉斯·迪拉尼 / 瑞安·柯尔 / 卢克·佩格勒,1945年，第二次世界大战接近尾声，作为邪恶轴心重要成员的日本，其嚣张态势已成强弩之末。是年，决定战局走向的冲绳岛战役拉开序幕，成千上万斗志昂扬的美国大兵被派往冲绳，等待他们的则是敌军重兵防守、凶险异常的钢锯岭。在这群人中间，却有一个不愿拿起武器的军医。他名叫戴斯蒙德·道斯（安德鲁·加菲尔德 Andrew Garfield 饰），来自美国的弗吉尼亚。太平洋爆发之际，瘦弱的戴斯蒙德志愿成为救死扶伤的军医而应征入伍。可因童年和家庭的原因，他始终不愿拿起枪支操练，为此宁愿背上拒服兵役的罪名被送上军事法庭。几经周折，戴斯蒙德最终和战友来到了钢锯岭。枪林弹雨，转瞬之间无数人应声倒地。在信仰和信念的支持下，戴斯蒙德仅凭一己之力拯救了数十条濒死的生命……,https://movie.douban.com/subject/26325320/
163,射雕英雄传之东成西就,/ 射鵰英雄傳之東成西就,8.7,721064,刘镇伟,梁朝伟 / 林青霞 / 张国荣 / 叶玉卿 / 张学友 / 王祖贤 / 张曼玉 / 梁家辉 / 刘嘉玲 / 钟镇涛 / 鲍起静,金轮国王妃（叶玉卿 饰）与表哥欧阳锋（梁朝伟 饰）有染，为霸占江山，他们毒死了国王，但没找到传国玉玺。得知玉玺在前往九宫山找寻其师父求助的三公主（林青霞 饰）手里后，欧阳锋企图抢到手但没成功。糊涂国师（张曼玉 饰）在淫威下屈服，查出三公主的具体下落，欧阳锋乘火箭金靴追赶 ，却误脱落一只插死刚出关的王重阳（钟镇涛 饰），奄奄一息的王重阳恳求适逢路过的三公主找到其师弟周伯通（刘嘉玲 饰）代为报仇。逃到九宫山的三公主邀得师弟黄药师（张国荣 饰）与师妹（王祖贤 饰）相助，再加上前来寻找表妹的洪七（张学友 饰）、找到真心人才能成仙的段智兴（梁家辉 饰），一场与欧阳锋的生死恶战蓄势待发……,https://movie.douban.com/subject/1316510/
164,你的名字。,/ 君の名は。,8.5,1601089,新海诚,神木隆之介 / 上白石萌音 / 长泽雅美 / 市原悦子 / 成田凌 / 悠木碧 / 岛崎信长 / 石川界人 / 谷花音 / 寺杣昌纪 / 大原沙耶香 / 井上和彦 / 茶风林 / 加藤有花 / 花泽香菜 / 寺崎裕香,在远离大都会的小山村，住着巫女世家出身的高中女孩宫水三叶（上白石萌音 配音）。校园和家庭的原因本就让她充满烦恼，而近一段时间发生的奇怪事件，又让三叶摸不清头脑。不知从何时起，三叶在梦中就会变成一个住在东京的高中男孩。那里有陌生的同学和朋友，有亲切的前辈和繁华的街道，一切都是如此诱人而真实。另一方面，住在东京的高中男孩立花泷（神木隆之介 配音）则总在梦里来到陌生的小山村，以女孩子的身份过着全新的生活。许是受那颗神秘彗星的影响，立花和三叶在梦中交换了身份。他们以他者的角度体验着对方的人生，这期间有愤怒、有欢笑也有暖心。只是两人并不知道，身份交换的背后隐藏着重大而锥心的秘密……,https://movie.douban.com/subject/26683290/
165,我是山姆,/ I Am Sam,9.0,378752,杰茜·尼尔森,西恩·潘 / 达科塔·范宁 / 米歇尔·菲佛 / 黛安·韦斯特 / 洛雷塔·迪瓦恩 / 理查德·希夫 / 劳拉·邓恩,在星巴克工作的山姆（西恩•潘 Sean Penn 饰），虽已成人，但智力水平只有7岁。一次偶然，他收留了一个流浪女。该女子帮山姆生下了一个女儿后消失得无影无踪。,https://movie.douban.com/subject/1306861/
166,阳光姐妹淘,/ 써니,8.8,641274,姜炯哲,沈恩敬 / 闵孝琳 / 姜素拉 / 南宝拉 / 陈熙琼 / 金时厚 / 柳好贞 / 朴真珠 / 李妍京 / 金甫美 / 千玗嬉 / 李璟荣,25年前，高中生任娜美（沈恩京 饰）一家从全罗道搬到汉城，娜美入读真德女子高中，因方言浓重怯于开口的娜美幸运的得到了同班大姐头夏春花（姜索拉 饰）的维护，并与围绕在夏春花周围的执着于双眼皮的金玫瑰、满嘴脏话的黄珍熙、梦想成为作家的徐金玉、要成为韩国小姐的俞福姬以及沉默傲慢的美人郑秀智等五人结识。在一次和不良少女团对决之后，春花和娜美等七人组成了“Sunny”团体……,https://movie.douban.com/subject/4917726/
167,末路狂花,/ Thelma & Louise,9.0,353364,雷德利·斯科特,吉娜·戴维斯 / 苏珊·萨兰登 / 哈威·凯特尔 / 迈克尔·马德森 / 布拉德·皮特,该片被认为是向男权社会发出抗争的女性主义电影代表作。,https://movie.douban.com/subject/1291992/
168,恐怖直播,/ 더 테러 라이브,8.7,731798,金秉祐,河正宇 / 李璟荣 / 全慧珍 / 李大卫 / 金弘波 / 崔正贤 / 崔大勋 / 姜信哲 / 韩成天 / 孙成灿 / 金素辰 / 金大明 / 金海仁,韩国首尔某个平凡的早上，广播电台Daily Topic节目的主持人尹英华（河正宇 饰）正就税率改革与听众进行连线，这时一个自称住在首尔昌信洞的普通工人朴鲁圭打入电话，大肆抱怨超高的电费和相关部门对他的威胁。尹英华颇不耐烦，以偏离主题为由强行切断电话。谁知连线无法单方面由电台方面中断，愤怒的朴鲁圭继续抱怨，并扬言炸掉汉江大桥。尹英华不以为然，进而怂恿对方想做就做，谁知话音刚落，窗外的麻浦大桥便炸作废墟。大惊失色的尹英华很快冷静下来，他决定利用这次难得的机会打一次事业的翻身仗。,https://movie.douban.com/subject/21360417/
169,黑客帝国3：矩阵革命,/ The Matrix Revolutions,8.8,499936,拉娜·沃卓斯基,基努·里维斯 / 劳伦斯·菲什伯恩 / 凯瑞-安·莫斯 / 雨果·维文 / 贾达·萍克特·史密斯 / 凯特·宾汉 / 玛丽·爱丽丝 / 莫妮卡·贝鲁奇 / 埃茜·戴维斯 / 克里斯托弗·卡比 / 罗伯特·马莫内 / 罗宾·奈文 / 吉娜薇·欧瑞丽 / 诺娜·加耶 / 纳撒尼尔·利斯 / 哈里·列尼斯 / 哈罗德·佩里诺 / 鲁伯特·雷德 / 凯文·迈克尔·理查德森 / 大卫·罗伯茨 / 布鲁斯·斯宾斯 / 吉娜·托瑞斯 / 克莱顿·华生 / 赫尔穆特·巴凯蒂斯 / 邹兆龙 / 乔·曼宁 / Tanveer K. Atwal / 拉黑·休姆 / 康奈尔·韦斯特 / 伯纳德·怀特 / 朗贝尔·维尔森 / 安东尼·布兰登·黄 / 安东尼·泽比 / 克雷格·沃克,第二集中，尼奥（基努·里维斯 Keanu Reeves 饰）没有能从内部摧毁“母体”，他的身体在真实世界的飞船上陷于昏迷，思想却被困在介于“母体”和真实世界的中间地带，这个地方由“火车人”控制。墨菲斯（劳伦斯·菲什伯恩 Laurence Fishburne 饰）和崔妮蒂（凯瑞-安·莫斯 Carrie-Anne Moss 饰）等人知道了尼奥的情况，在守护天使的带领下， 找到了“火车人”的控制者梅罗纹奇，经过一番激斗，将尼奥救了出来。,https://movie.douban.com/subject/1302467/
170,高山下的花环,/ 卫国军魂(港)  /  Wreaths at the Foot of the Mountain,9.5,161771,谢晋,吕晓禾 / 唐国强 / 何伟 / 童超 / 盖克 / 王玉梅 / 刘燕生 / 斯琴高娃 / 倪大红 / 何毅 / 石磊 / 贾雨岚 / 李丹军 / 管宗祥 / 李振平 / 胡宗琪 / 洪军,驻扎在四川广元的九连长梁三喜（吕晓禾 饰）为了从军政治部调来的指导员赵蒙生（唐国强 饰）推迟了探亲假，可出身高干家庭吃不了苦的蒙生打算只干几个月就走。1979年，赵母吴爽（刘燕生 饰）得知蒙生部队将要赴越作战，加紧督办调动之事。耿直的炮排长靳开来（何伟 饰）听说后火冒三丈，扬言要自费上北京告状。部队开赴云南边境，吴爽孤注一掷请求军长雷震（童超 饰）将蒙生调回后方……,https://movie.douban.com/subject/1422283/
171,小丑,/ Joker,8.7,1129747,托德·菲利普斯,华金·菲尼克斯 / 罗伯特·德尼罗 / 马克·马龙 / 莎姬·贝兹 / 谢伊·惠格姆 / 弗兰西丝·康罗伊 / 布莱恩·考伦 / 布莱恩·泰里·亨利 / 布莱特·卡伦 / 道格拉斯·霍奇 / 格伦·弗莱舍尔 / 比尔·坎普 / 乔什·帕斯 / 但丁·佩雷拉-奥尔森 / 玛丽·凯特·马拉特 / 迈克尔·本茨 / 莎珑·华盛顿 / 桑德拉·詹姆斯 / 托尼·赫德 / 曼德拉·贝拉米 / 乔·奥克曼 / 卡尔·伦德施泰特 / 米克·奥罗克 / 大卫·吉布森 / 伊万·罗萨多 / 安妮·比萨比亚 / 布莱斯·科里根 / 乔恩·道格拉斯·雷尼 / 艾恩斯利·丹恩 / 杰森·约翰·奇卡莱塞,湿冷无望的哥谭市，卑微的亚瑟·弗兰克（华金·菲尼克斯 Joaquin Phoenix 饰）依靠扮演小丑赚取营生。与之相依为命的母亲患有精神疾病，而亚瑟深记母亲的教诲，无论遭受怎样的挫折都笑对人生，却因此让自己背负着莫大的压力，濒临崩溃。他梦想成为一名脱口秀演员，怎奈生活一次次将失望狠狠地砸在他的头上。不仅如此，他因意外丢掉了工作，偶然瞥见母亲的秘密，又使他心中燃起对那个与之地位悬殊却从未谋面的父亲的殷切渴望。命运习惯了事与愿违，空荡荡的地铁内，悲伤的小丑在无法自已的癫狂笑声中大开杀戒……,https://movie.douban.com/subject/27119724/
172,谍影重重3,/ The Bourne Ultimatum,8.9,473754,保罗·格林格拉斯,马特·达蒙 / 朱丽娅·斯蒂尔斯 / 大卫·斯特雷泽恩 / 斯科特·格伦 / 帕迪·康斯戴恩 / 埃德加·拉米雷兹 / 阿尔伯特·芬尼 / 琼·艾伦 / Tom Gallop / 克里·约翰逊 / 丹尼尔·布鲁赫 / 乔伊·安沙 / 科林·斯廷顿 / 丹·弗雷登堡 / Lucy Liemann,失去了心爱的女人，波恩（马特•戴蒙 饰）面临更为艰难的日子，他努力回忆，却只能在睡梦中被脑海里一知半解的闪回所惊醒，依然无法记起自己的身份。,https://movie.douban.com/subject/1578507/
173,三块广告牌,"/ Three Billboards Outside Ebbing, Missouri",8.7,924542,马丁·麦克唐纳,弗兰西斯·麦克多蒙德 / 伍迪·哈里森 / 山姆·洛克威尔 / 艾比·考尼什 / 卢卡斯·赫奇斯 / 彼特·丁拉基 / 约翰·浩克斯 / 卡莱伯·兰德里·琼斯 / 凯瑟琳·纽顿 / 凯瑞·康顿 / 泽利科·伊万内克 / 萨玛拉·维文 / 克拉克·彼得斯 / 尼克·瑟西 / 阿曼达·沃伦 / 玛拉雅·瑞沃拉·德鲁 / 布兰登·萨克斯顿 / 迈克尔·艾伦·米利甘,米尔德雷德（弗兰西斯·麦克多蒙德 Frances McDormand 饰）的女儿在外出时惨遭奸杀，米尔德雷德和丈夫查理（约翰·哈克斯 John Hawkes 饰）之间的婚姻因此走到了尽头，如今，她同儿子罗比（卢卡斯·赫奇斯 Lucas Hedges饰）过着相依为命的生活。一晃眼几个月过去了，案件仍然没有告破预兆，而警方似乎早已经将注意力从案子上转移了开来。,https://movie.douban.com/subject/26611804/
174,电锯惊魂,/ Saw,8.7,616888,温子仁,雷·沃纳尔 / 加利·艾尔维斯 / 丹尼·格洛弗 / 梁振邦 / 迪娜·迈耶 / 迈克·巴特斯 / 保罗·古德勒支 / 迈克尔·爱默生 / 本尼托·马丁内斯 / 肖妮·史密斯 / 麦肯兹·韦加 / 莫妮卡·波特 / 耐德·巴拉米 / 亚丽姗德拉·全 / 托宾·贝尔,一觉醒来的亚当（雷•沃纳尔 Leigh Whannell饰）发现自己被困在一个废弃的厕所里。他的对面是同样命运的劳伦斯（加利•艾尔维斯 Cary Elwes 饰）——他们被人用铁链绑住了腿，并吃惊发现二人中间横亘着一个恐怖的死人。死人鲜血淋漓，左手拿录放机右手拿枪。,https://movie.douban.com/subject/1417598/
175,无间道2,/ 無間道II,8.8,571618,刘伟强,陈冠希 / 余文乐 / 曾志伟 / 黄秋生 / 吴镇宇 / 刘嘉玲 / 胡军 / 张耀扬 / 连凯 / 惠英红 / 廖启智 / 张同祖 / 方平 / 敖志君 / 黄岳泰 / 陈德森 / 赵颂茹 / 叶世品 / 郑斌辉 / 许金峰 / 陈望华 / 尹志强 / 傅嘉莉 / 段伟伦 / 林仲岐 / 金来群 / 黄锐生 / 张碧珊 / 刘宗基 / 王文成 / 张旭燊 / 林国杰 / 雷小明 / 里卡多·马姆多 / 布兰登·雷亚 / 李霆锋 / 阎青妤 / 龙比意 / Phorjeat Keanpetch,1991年，香港黑帮龙头倪坤被杀，倪氏家族旗下五大头目中除韩琛（曾志伟）外，均伺机背叛发难，不料却被倪家不起眼的第二代倪永孝（吴镇宇）不费一兵一卒牵制，此举引来重案祖督察黄志诚（黄秋生）的戒心，使其派出警校学生陈永仁（余文乐）渗入倪家进行长期的卧底工作，而韩琛为了巩固势力，早在警察内部安插了线人刘建明（陈冠希）。三年后，事业蒸蒸日上的倪永孝为安枕无忧，决意将五大头目一举歼灭，却因疏忽让韩琛成为漏网之鱼。,https://movie.douban.com/subject/1307106/
176,达拉斯买家俱乐部,/ Dallas Buyers Club,8.8,509004,让-马克·瓦雷,马修·麦康纳 / 詹妮弗·加纳 / 杰瑞德·莱托 / 史蒂夫·扎恩 / 达拉斯·罗伯特斯 / 凯文·兰金 / 丹尼斯·欧哈拉 / 简·麦克尼尔 / 格里芬·邓恩 / 詹姆斯·杜蒙特 / 朱丽叶·里夫斯 / 斯蒂菲·格罗特 / J·D·埃弗摩尔,1985年美国达拉斯市，恐同的德州电工罗恩·伍德鲁夫（马修·麦康纳 Matthew McConaughey 饰）发现自己患上“同志病”——艾滋，生命只剩30天。他使用的AZT（叠氮胸苷）是当时美国药管局唯一批准面市的抗艾药物，但毒性极大。为了活下去，罗恩开始研究各种抗艾 处方和替代疗法，甚至走私来自世界各地未经批准的药物。在医生萨克斯（詹妮弗·加纳 Jennifer Garner 饰）和异装癖同性恋雷蒙（杰瑞德·莱托 Jared Leto 饰）的帮助下，罗恩开始成立了一个叫做“达拉斯买家俱乐部”的地下组织，为艾滋病人提供更多“非常规疗法”，很多患病的男同性恋亦求助于他。他的举动自然受到了药管局和药商的阻挠和施压。罗恩最终在1992年9月去世，离他被告知只剩30天可活已经过去了2557天。在这近7年时间里，他坚持不懈的与病魔、与药管局及制药商进行艰苦的...,https://movie.douban.com/subject/1793929/
177,疯狂原始人,/ The Croods,8.7,925569,柯克·德·米科,尼古拉斯·凯奇 / 艾玛·斯通 / 瑞安·雷诺兹 / 凯瑟琳·基纳 / 克萝丽丝·利奇曼 / 克拉克·杜克 / 克里斯·桑德斯 / 兰迪·汤姆,原始人咕噜一家六口在老爸Grug（尼古拉斯·凯奇 Nicolas Cage 配音）的庇护下生活。每天抢夺鸵鸟蛋为食，躲避野兽的追击，每晚听老爸叙述同一个故事，在山洞里过着一成不变的生活。大女儿Eep（艾玛·斯通 Emma Stone 配音）是一个和老爸性格截然相反的充满好奇心的女孩，她不满足一辈子留在这个小山洞里，一心想要追逐山洞外面的新奇世界。,https://movie.douban.com/subject/1907966/
178,绿里奇迹,/ The Green Mile,8.9,390946,弗兰克·德拉邦特,汤姆·汉克斯 / 大卫·摩斯 / 迈克·克拉克·邓肯 / 邦妮·亨特 / 詹姆斯·克伦威尔 / 迈克尔·杰特 / 格雷厄姆·格林 / 道格·休切逊 / 山姆·洛克威尔 / 巴里·佩珀 / 杰弗里·德曼 / 派翠西娅·克拉克森 / 哈利·迪恩·斯坦顿 / 戴布思·格里尔 / 伊芙·布伦特,狱监保罗（汤姆•汉克斯 Tom Hanks 饰）这天迎来了一位不平凡的杀人犯――约翰•考夫利（迈克•克拉克•邓肯 Michael Clarke Duncan 饰）。约翰因杀了两名幼女被判死刑来到了这座著名的冷山监狱，监狱里有一片称为“绿里”的绿地，绿地那头就是刑场。,https://movie.douban.com/subject/1300374/
